placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
228-222@5qc-zys-5cq,,Coast 2 Coast Seafood,"","",Specialty Food Stores,Fish and Seafood Markets,445220,41.061098,-111.965349,45 E Gentile St # 88,Layton,UT,84041,US,+18017211537,"{ ""Mon"": [[""12:00"", ""17:00""]], ""Tue"": [[""12:00"", ""17:00""]], ""Wed"": [[""12:00"", ""17:00""]], ""Thu"": [[""12:00"", ""17:00""]], ""Fri"": [[""12:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Gourmet,Seafood",,2021-10-23,2019-07-01,POLYGON
228-222@5qc-zzr-6x5,,IHC Health Center South Ogden,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.164503,-111.953363,975 Chambers St,South Ogden,UT,84403,US,,,"",,,2019-07-01,POLYGON
22c-222@5qd-2fr-bkz,,Buffie Rose Photography & Design,"","","Other Professional, Scientific, and Technical Services",Photographic Services,54192,41.250648,-111.941297,735 Robins Ave,Ogden,UT,84404,US,+18016037869,,Photographer,,,2019-07-01,POLYGON
22g-222@5qc-zyn-9mk,,Summit Home Loans,"","",Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,41.038389,-111.943763,288 W 200 N Ste 3,Kaysville,UT,84037,US,+18018558535,"{ ""Mon"": [[""8:30"", ""17:30""]], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""17:30""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",Mortgage Lender,,,2019-07-01,POLYGON
22g-225@5qd-2gf-d9z,,Limon,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.218163,-111.956293,905 26th St,Ogden,UT,84401,US,+13852426192,,Mexican Food,,,2019-07-01,POLYGON
22h-222@5qc-zy6-fxq,zzw-224@5qc-zy6-fxq,EntertainMART,"","","Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,41.078058,-111.976936,1201 N Hill Field Rd Ste 2054,Layton,UT,84041,US,+18015443713,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",Toys,,,2019-07-01,POLYGON
22h-222@5qd-3rn-tvz,,Treagan White DDS Children's Dentistry,"","",Offices of Dentists,Offices of Dentists,621210,40.922379,-111.888641,485 N Market Place Dr Ste 100,Centerville,UT,84014,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Pediatric Dentists,,,2019-07-01,POLYGON
22j-223@5qc-zzr-d9z,,Mind Your Body Massage,"","",Personal Care Services,Other Personal Care Services,812199,41.159929,-111.943661,5685 S 1475 E Ste 3B,South Ogden,UT,84403,US,+18018967191,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }","Massage,Massage Therapy",,,2019-07-01,POLYGON
zzw-222@5qc-zy7-789,,Fifth Avenue Tuxedos,"","",Clothing Stores,,4481,41.083341,-111.972876,1596 N Hill Field Rd Ste F,Layton,UT,84041,US,+18017759555,"{ ""Mon"": [[""11:00"", ""18:00""]], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""12:00"", ""16:00""]], ""Sun"": [] }","Clothing Rental,Formal Wear,Men's Clothing",,,2019-07-01,POLYGON
zzw-222@5qc-zyz-syv,,Paul's Automotive,"","",Automotive Repair and Maintenance,,8111,41.089631,-112.102041,3938 W 1700 S,Syracuse,UT,84075,US,+18018252600,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Auto Damage Assessment,Auto Repair,Tires",,,2019-07-01,POLYGON
zzw-222@5qc-zzx-fzz,,Virgs Restaurant,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.178765,-111.949802,4649 Harrison Blvd,Ogden,UT,84403,US,+18014755331,"{ ""Mon"": [[""6:30"", ""21:00""]], ""Tue"": [[""6:30"", ""21:00""]], ""Wed"": [[""6:30"", ""21:00""]], ""Thu"": [[""6:30"", ""21:00""]], ""Fri"": [[""6:30"", ""21:00""]], ""Sat"": [[""6:30"", ""21:00""]], ""Sun"": [[""6:30"", ""15:00""]] }","American Food,Brunch,Fish & Chips",,,2019-07-01,POLYGON
zzw-222@5qd-22p-dsq,zzy-224@5qd-22p-dy9,H&R Block,SG_BRAND_c19468cebc69ba51b37529f1fdd814f7,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,41.1391,-112.062341,1917 W 1800 N Ste D6,Clinton,UT,84015,US,+18018255502,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }","Bookkeepers,Business Financing,Payroll,Tax Law",,,2019-07-01,POLYGON
zzw-222@5qd-2dm-xt9,,Davis County Sheriff's Office,"","","Justice, Public Order, and Safety Activities",Police Protection,922120,40.979864,-111.904181,800 W State St,Farmington,UT,84025,US,+18014442300,,"",,,2019-07-01,POLYGON
zzw-222@5qd-2gs-wrk,,Justin S Tobias DDS Tobias Dental Care,"","",Offices of Dentists,Offices of Dentists,621210,41.264749,-112.026513,1920 W 250 N,Marriott-Slaterville,UT,84404,US,+18017314848,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Endodontists,,,2019-07-01,POLYGON
zzw-222@5qd-2gz-sdv,,Dressbarn,SG_BRAND_1e1a600b8e0df14754dae21a44ba3dae,Dressbarn,Clothing Stores,Women's Clothing Stores,448120,41.186366,-111.987939,4209 Riverdale Rd,Riverdale,UT,84405,US,+18016211745,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Women's Clothing,Accessories,Swimwear,Maternity,Plus Size",,2019-12-31,2019-07-01,POLYGON
zzw-222@5qd-2gz-xwk,,Mt Ogden Motors,"","",Automobile Dealers,Used Car Dealers,441120,41.195776,-111.976453,3725 Riverdale Rd,South Ogden,UT,84405,US,+18013930286,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
zzw-222@5qd-3pv-nqz,,NAPA Auto Parts,SG_BRAND_dddd21f70594bf6e,NAPA Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,40.875421,-111.891739,1405 S 500 W,Bountiful,UT,84010,US,+18012927700,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""9:00"", ""16:00""]] }","Tires,Towing,Lighting,Hardware and Tools,Auto Parts",,,2019-07-01,POLYGON
zzw-222@5qd-3pw-54v,zzy-222@5qd-3pw-5mk,T.J. Maxx,SG_BRAND_6ac3d7996fd37353f8027aee42005f19,T.J. Maxx,Department Stores,Department Stores,452210,40.887261,-111.894619,200 South 500 West Gateway Crossing Shopping Cente,West Bountiful,UT,84010,US,+18012954416,"{ ""Mon"": [[""9:30"", ""21:30""]], ""Tue"": [[""9:30"", ""21:30""]], ""Wed"": [[""9:30"", ""21:30""]], ""Thu"": [[""9:30"", ""21:30""]], ""Fri"": [[""9:30"", ""21:30""]], ""Sat"": [[""9:30"", ""21:30""]], ""Sun"": [[""10:00"", ""20:00""]] }","Children's Clothing,Home Décor,Men's Clothing",,,2019-07-01,POLYGON
zzw-222@5qd-3pw-mff,,ProLift Concrete Leveling,"","",Building Finishing Contractors,,2383,40.870797,-111.858614,1059 Arlington Way,Bountiful,UT,84010,US,+18012002626,,Masonry and Concrete,,,2019-07-01,POLYGON
zzy-222@5qc-dpx-w49,,Weber State University,"","","Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310,41.038954,-111.672739,241 E Young St,Morgan,UT,84050,US,+18018293136,,"",,,2019-07-01,POLYGON
zzy-222@5qc-zzq-wzf,,Hospice For Utah,"","",Home Health Care Services,Home Health Care Services,621610,41.159249,-111.969685,5742 S Adams Pkwy,Washington Terrace,UT,84405,US,+18016216642,,"",,,2019-07-01,POLYGON
zzy-222@5ws-mx8-gc5,,Mountain View Cemetery,"","",Death Care Services,Cemeteries and Crematories,812220,41.307181,-111.814307,5555 South 2700 North,Eden,UT,84310,US,,,"",,,2019-07-01,POLYGON
zzy-223@5qc-zy5-nbk,,Mountain Ice,"","",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.092126,-112.004526,1500 S State St,Clearfield,UT,84015,US,+13855194588,,"Ice Cream Shop,Truck or Cart",,,2019-07-01,POLYGON
zzy-223@5qd-2ft-cnq,,Davi Nails,SG_BRAND_d4ad991c2ae24f7c,Davi Nails,Personal Care Services,Nail Salons,812113,41.231881,-111.981063,1945 Wall Ave,Ogden,UT,84401,US,+18016277311,"{ ""Mon"": [[""9:30"", ""20:00""]], ""Tue"": [[""9:30"", ""20:00""]], ""Wed"": [[""9:30"", ""20:00""]], ""Thu"": [[""9:30"", ""20:00""]], ""Fri"": [[""9:30"", ""20:00""]], ""Sat"": [[""9:30"", ""20:00""]], ""Sun"": [[""11:00"", ""18:00""]] }","Nails,Spa,Waxing",,,2019-07-01,POLYGON
zzz-222@5qd-3pp-wx5,,North Canyon Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.846717,-111.87646,North Canyon Park,Bountiful,UT,84010,US,,,"",,,2019-07-01,POLYGON
222-222@5qd-222-h89,,Roosevelt School,"","",Elementary and Secondary Schools,Elementary and Secondary Schools,611110,41.171156,-111.98126,190 W 5100 S,Washington Terrace,UT,84405,US,+18014524520,,"",,,2019-07-01,POLYGON
222-222@5qd-2fs-gx5,,IFA Country Stores,"","",Lawn and Garden Equipment and Supplies Stores,,4442,41.242395,-112.005776,1069 W 12th St,Marriott-Slaterville,UT,84404,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [] }",Gardening,,,2019-07-01,POLYGON
222-222@5qd-2g7-8vz,,Patricia's Restaurant,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.203226,-111.97129,3303 Washington Blvd,Ogden,UT,84401,US,+18013920221,,Mexican Food,,,2019-07-01,POLYGON
222-222@5ws-mx3-r49,,Snowberry Inn Bed & Breakfast,"","",Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,41.282841,-111.823086,1315 N Highway 158,Eden,UT,84310,US,+18017452634,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",Breakfast,,,2019-07-01,POLYGON
222-224@5qc-zzk-t9z,,Habitat for Humanity,SG_BRAND_78de657ea66ed5e1ca8e746054ec250c,Habitat for Humanity,Grantmaking and Giving Services,Other Grantmaking and Giving Services,813219,41.070105,-111.98101,859 W Hill Field Rd,Layton,UT,84041,US,+18014759821,,"",,,,POLYGON
223-222@5qc-zxz-ysq,,Seoul Korean Best Teriyaki Restaurant,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.098308,-111.974138,2625 N Hill Field Rd,Layton,UT,84041,US,+18017767066,"{ ""Mon"": [[""10:30"", ""20:30""]], ""Tue"": [[""10:30"", ""20:30""]], ""Wed"": [[""10:30"", ""20:30""]], ""Thu"": [[""10:30"", ""20:30""]], ""Fri"": [[""10:30"", ""20:30""]], ""Sat"": [[""11:30"", ""20:30""]], ""Sun"": [] }","Japanese Food,Korean Food",,,2019-07-01,POLYGON
223-222@5qc-zz6-5j9,,Warehouse 22,"","",Other Personal Services,All Other Personal Services,812990,41.110169,-112.046994,1068 W 350 S,Syracuse,UT,84075,US,+18013827587,,"",,,2019-07-01,POLYGON
223-222@5qc-zzy-6p9,,Beans & Brews Coffeehouse,SG_BRAND_64be7449852a56cd,Beans & Brews Coffeehouse,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.186061,-111.94948,4201 Harrison Blvd,Ogden,UT,84403,US,+18014794876,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""20:00""]], ""Sat"": [[""5:30"", ""20:00""]], ""Sun"": [[""6:30"", ""20:00""]] }","Brunch,Snacks,Counter Service,Breakfast,Smoothie & Juice Bar,Tea House,Coffee Shop",,,2019-07-01,POLYGON
223-222@5qd-2fp-nkf,,Little Dog House,"","",Other Personal Services,Pet Care (except Veterinary) Services,812910,41.268998,-111.975358,540 N Harrisville Rd Ste 10,Harrisville,UT,84404,US,+18017821777,,Pet Sitting,,,2019-07-01,POLYGON
223-222@5qd-2ft-kpv,,Bingham Cyclery,"","","Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,41.233177,-111.970586,1895 Washington Blvd,Ogden,UT,84401,US,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }",Bikes,,,2019-07-01,POLYGON
223-223@5qc-f6c-d35,,Alert Line,"","",Health and Personal Care Stores,All Other Health and Personal Care Stores,446199,41.253435,-111.718913,620 S 9500 E,Huntsville,UT,84317,US,+18017317302,,Medical Supplies,,,2019-07-01,POLYGON
223-224@5qc-zzt-35z,,O'brien Grace DO,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.15201,-111.939307,6112 S 1550 E,South Ogden,UT,84405,US,,,"",,,2019-07-01,POLYGON
224-222@5qc-zzx-q2k,,Sunflower Nail & Salon,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.176528,-111.948811,4780 Harrison Blvd,Ogden,UT,84403,US,+18014756555,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [[""11:00"", ""16:00""]] }","Hair Removal,Waxing",,,2019-07-01,POLYGON
224-222@5qd-3pw-5pv,,Animal Medical Clinic,"","","Other Professional, Scientific, and Technical Services",Veterinary Services,541940,40.887028,-111.89174,215 S 500 W,Bountiful,UT,84010,US,+18015160928,"{ ""Mon"": [[""7:30"", ""19:00""]], ""Tue"": [[""7:30"", ""19:00""]], ""Wed"": [[""7:30"", ""19:00""]], ""Thu"": [[""7:30"", ""19:00""]], ""Fri"": [[""7:30"", ""19:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }","Groomer,Pet Sitting",,,2019-07-01,POLYGON
225-222@5qd-2fv-5pv,,Check City,SG_BRAND_2ef8341c9635f007,Check City,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.244005,-111.970393,1207 Washington Blvd,Ogden,UT,84404,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [], ""Sun"": [[""10:00"", ""17:00""]] }","",,,2019-07-01,POLYGON
225-222@5qd-2gz-8jv,,Diamond Bar Gro Systems,"","",Lawn and Garden Equipment and Supplies Stores,,4442,41.194078,-111.9772,3890 Riverdale Rd,South Ogden,UT,84405,US,+18014367530,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",Gardening,,,2019-07-01,POLYGON
225-223@5qd-2gd-qmk,,Islamic Center Of Kuwait In Utah,"","",Religious Organizations,Religious Organizations,813110,41.224408,-111.951834,1061 23rd St,Ogden,UT,84401,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
226-222@5qc-zzn-hwk,,Sand Springs School,"","",Elementary and Secondary Schools,Elementary and Secondary Schools,611110,41.063551,-112.024881,242 N 3200 W,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
226-222@5qd-22t-68v,,Hotlines Beauty Supply Salon & Boutique,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.179427,-112.026461,4655 S 1900 W Ste 7,Roy,UT,84067,US,+18017328800,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",Cosmetics,,,2019-07-01,POLYGON
226-223@5qc-zy7-3yv,,Acadia Healthcare,SG_BRAND_10ee3c4a1b3ef2e2,Acadia Healthcare,Offices of Physicians,"Offices of Physicians, Mental Health Specialists",621112,41.082162,-111.976414,523 Heritage Park Blvd Ste 4,Layton,UT,84041,US,,,"",,,2021-09-24,POLYGON
226-224@5qc-zyk-mkz,,Simply Wax,"","",Specialty Food Stores,Confectionery and Nut Stores,445292,41.044987,-111.9503,612 N Main St,Kaysville,UT,84037,US,+18018395142,,"",,,2019-07-01,POLYGON
227-223@5qd-2dm-3t9,,Cobbler Cove,"","",Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,40.982709,-111.906012,845 W East Promontory,Farmington,UT,84025,US,+18014479568,,Dessert,,2020-01-15,2019-07-01,POLYGON
228-222@5qc-zy6-hbk,229-222@5qc-zy6-hbk,We Speak Speech Therapy,"","",Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,41.076751,-111.984086,1133 N Main St Ste 134,Layton,UT,84041,US,+18016897459,"{ ""Mon"": [[""16:30"", ""20:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""16:30"", ""20:00""]], ""Thu"": [[""16:30"", ""20:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Speech Therapist,,,2019-07-01,POLYGON
228-222@5qd-2j9-qcq,,Custom Choice Realty,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.299263,-111.998176,2300 N Highway 89 Ste N7,Harrisville,UT,84404,US,+18017821200,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
228-223@5qc-zzy-nyv,,Felt Douglas P Eye Phys Surg,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.188214,-111.958111,875 Country Hills Dr,South Ogden,UT,84403,US,,,"Ophthalmologists,Optometrists",,,2019-07-01,POLYGON
22b-222@5qd-2fp-swk,,Cornerstone Studios Tattoo,"","",Personal Care Services,Other Personal Care Services,812199,41.258211,-111.969203,246 Washington Blvd,Ogden,UT,84404,US,+18019897729,,Tattoo,,,2019-07-01,POLYGON
22b-222@5qd-3pv-5fz,,Malys,"","",Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,40.88222,-111.893864,544 W 750 S Ste G,Woods Cross,UT,84010,US,,,Cosmetics,,,2019-07-01,POLYGON
22g-222@5qd-3pr-dd9,,ATX Auctions Utah,"","",Automobile Dealers,Used Car Dealers,441120,40.846907,-111.92917,270 N Redwood Rd,North Salt Lake,UT,84054,US,+14352320734,,Auctions,,,2019-07-01,POLYGON
22h-222@5qd-2gd-wrk,,David Pack Muscle Works and Allergy Chiropractic,"","",Offices of Other Health Practitioners,Offices of Chiropractors,621310,41.218856,-111.945813,2565 Tyler Ave,Ogden,UT,84401,US,+18012459010,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",Chiropractors,,,2019-07-01,POLYGON
22h-222@5qd-2h7-v9f,,Rainy Day Emporium,"","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,41.220608,-111.977453,155 25th St,Ogden,UT,84401,US,,,Accessories,,2022-04-05,2019-07-01,POLYGON
22p-222@5qd-2h7-ygk,,Cornerstone Insurance Agency,"","","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.223088,-111.973813,298 24th St Ste 213,Ogden,UT,84401,US,+18018996995,,Auto Insurance,,,2019-07-01,POLYGON
zzw-222@5qc-zy6-dn5,,FedEx Office Print & Ship Center,"","",Business Support Services,Private Mail Centers,561431,41.072992,-111.980977,933 N Main St,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
zzw-222@5qc-zy6-nt9,,Olaya's Motorsports,"","",Automotive Repair and Maintenance,,8111,41.081662,-111.992812,1501 N Main St,Layton,UT,84041,US,+18014160785,"{ ""Mon"": [[""8:30"", ""18:00""]], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""8:30"", ""15:00""]], ""Sun"": [] }","Auto Repair,Transmission Repair",,,2019-07-01,POLYGON
zzw-222@5qc-zy6-rp9,,Uinta Local,"","","Advertising, Public Relations, and Related Services",,5418,41.071273,-111.994863,763 Marshall Way Unit B,Layton,UT,84041,US,+18019312888,,"Advertising,Marketing,Web Design",,,2019-07-01,POLYGON
zzw-222@5qc-zyk-v75,,Cafe Sabor,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.056843,-111.964607,200 N Main St,Layton,UT,84041,US,+13852451636,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""12:00"", ""20:00""]] }","Latin American Food,Mexican Food",,,2019-07-01,POLYGON
zzw-222@5qc-zzj-k2k,,Swan Lakes Golf Courses,"","",Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,41.07295,-112.004011,850 N 2200 W,Layton,UT,84041,US,+18015461045,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""6:00"", ""20:30""]] }","Batting Cages,Golf",,2020-01-15,2019-07-01,POLYGON
zzw-222@5qd-22v-k4v,,Schneiter's Riverside Golf Course,"","",Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,41.164013,-112.000716,5460 S Weber Dr,Riverdale,UT,84405,US,,,"Country Club,Golf,Sports Clubs",,,2019-07-01,POLYGON
zzw-222@5qd-25v-k75,,Garfield Jay H Chiropractor,"","",Offices of Other Health Practitioners,Offices of Chiropractors,621310,41.05032,-111.709195,1370 W Island Rd,Morgan,UT,84050,US,+18018296637,,Chiropractors,,,2019-07-01,POLYGON
zzw-222@5qd-2h4-swk,zzw-222@5qd-2h4-fxq,Jamba,SG_BRAND_d3a2bc5695cfc85f68248eb8399304a4,Jamba,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.174929,-112.008028,1155 W Riverdale Rd,Riverdale,UT,84405,US,+18013994333,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""9:00"", ""19:00""]] }","Breakfast,Counter Service,Smoothie & Juice Bar,Snacks",,,2019-07-01,POLYGON
zzw-222@5qd-2h6-f9f,,Chromed out polishing,"","",Automotive Repair and Maintenance,,8111,41.228602,-112.001348,900 Wilson Ln Ste 6,West Haven,UT,84401,US,+18015894962,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }","Auto Detailing,Car Wash",,2021-08-05,2019-07-01,POLYGON
